hospital_id,hospital_name,city,tier,speciality,rating,nabh_accredited,type,cost_index,pincode,latitude,longitude
75,Mumbai Nephrology Medical Center,Mumbai,Tier-1,Nephrology,3.5,FALSE,low,0.387,400101,19.123079,72.865382
76,City Pediatrics Medical Center,Mumbai,Tier-1,Pediatrics,3.8,FALSE,medium,0.497,400093,18.999764,72.822938
77,Yashoda Oncology Hospital,Mumbai,Tier-1,Oncology,4.3,TRUE,high,0.726,400070,18.903171,72.857335
78,HCG Cardiology Clinic,Mumbai,Tier-1,Cardiology,4,FALSE,medium,0.518,400050,18.901063,72.931941
79,Poona Gastroenterology Hospital,Mumbai,Tier-1,Gastroenterology,4.1,TRUE,high,0.864,400020,19.191355,72.929623
80,SAL Pediatrics Medical Center,Mumbai,Tier-1,Pediatrics,3.8,TRUE,medium,0.593,400070,19.031568,72.919035
81,Care ENT Institute,Mumbai,Tier-1,ENT,3.2,TRUE,low,0.009,400005,19.159853,72.806389
82,Unity Psychiatry Healthcare,Mumbai,Tier-1,Psychiatry,4.5,TRUE,high,0.921,400002,19.083282,72.861266
83,Yashoda Gastroenterology Medical Center,Mumbai,Tier-1,Gastroenterology,3.4,TRUE,low,0.286,400070,19.064667,72.917202
84,Care Cardiology Healthcare,Mumbai,Tier-1,Cardiology,4.2,TRUE,high,0.955,400070,19.044209,72.893388
85,Mumbai Pediatrics Medical Center,Mumbai,Tier-1,Pediatrics,4,FALSE,medium,0.681,400001,19.152984,72.855242
86,Deenanath Pediatrics Clinic,Mumbai,Tier-1,Pediatrics,4.2,TRUE,high,0.84,400070,19.051587,72.864907
87,National Orthopedics Super Speciality Hospital,Mumbai,Tier-1,Orthopedics,3.7,FALSE,low,0.363,400001,19.003038,72.90962
88,Mumbai Urology Hospital,Mumbai,Tier-1,Urology,3.4,TRUE,medium,0.444,400002,19.094893,72.80925
89,Apollo Psychiatry Healthcare,Mumbai,Tier-1,Psychiatry,4.1,FALSE,high,0.796,400050,18.906517,72.920334
90,Deenanath Urology Healthcare,Mumbai,Tier-1,Urology,4.2,TRUE,high,0.741,400001,19.108249,72.930582
91,Mumbai Nephrology Clinic,Mumbai,Tier-1,Nephrology,4.2,TRUE,high,0.865,400002,19.130725,72.912198
92,Metro Orthopedics Super Speciality Hospital,Mumbai,Tier-1,Orthopedics,3,FALSE,low,0.022,400050,19.14061,72.813691
93,Continental Oncology Super Speciality Hospital,Mumbai,Tier-1,Oncology,3.9,FALSE,medium,0.41,400005,19.125596,72.904174
94,Mumbai General Medicine Institute,Mumbai,Tier-1,General Medicine,4.4,TRUE,high,0.817,400093,19.142458,72.935641
95,Mumbai Dermatology Hospital,Mumbai,Tier-1,Dermatology,3.3,TRUE,low,0.082,400093,19.080827,72.87449
96,Care Oncology Hospital,Mumbai,Tier-1,Oncology,3.4,FALSE,low,0.367,400002,18.932206,72.910797
97,Mumbai General Medicine Hospital,Mumbai,Tier-1,General Medicine,3.7,FALSE,medium,0.436,400050,18.932579,72.845924
98,Global Psychiatry Hospital,Mumbai,Tier-1,Psychiatry,4.2,TRUE,high,0.815,400070,19.164728,72.935701
99,Sri Gynaecology Institute,Mumbai,Tier-1,Gynaecology,4.5,FALSE,high,0.799,400050,18.915354,72.849603
100,Sterling Gastroenterology Healthcare,Mumbai,Tier-1,Gastroenterology,4.1,TRUE,high,0.853,400020,19.135305,72.814731
101,National Cardiology Institute,Mumbai,Tier-1,Cardiology,4.2,TRUE,high,0.777,400101,18.977018,72.932122
102,Mumbai Psychiatry Medical Center,Mumbai,Tier-1,Psychiatry,3.8,FALSE,medium,0.682,400093,18.937371,72.893527
103,Poona Pulmonology Institute,Mumbai,Tier-1,Pulmonology,3.6,FALSE,medium,0.508,400020,19.089344,72.923392
104,Apollo General Medicine Hospital,Mumbai,Tier-1,General Medicine,3.3,FALSE,low,0.134,400070,19.155106,72.895204
105,Sri Orthopedics Super Speciality Hospital,Mumbai,Tier-1,Orthopedics,3.1,TRUE,low,0.159,400093,18.995055,72.869959
106,Care Oncology Institute,Mumbai,Tier-1,Oncology,4.3,TRUE,high,0.745,400050,18.986731,72.822705
107,Mumbai ENT Hospital,Mumbai,Tier-1,ENT,4.1,TRUE,high,0.846,400070,19.161068,72.853431
108,Poona Pulmonology Clinic,Mumbai,Tier-1,Pulmonology,3.7,FALSE,low,0.362,400005,18.923602,72.846719
109,Mumbai Gynaecology Healthcare,Mumbai,Tier-1,Gynaecology,3.7,FALSE,medium,0.498,400070,18.966188,72.843091
110,Mumbai Pediatrics Hospital,Mumbai,Tier-1,Pediatrics,3.5,TRUE,medium,0.421,400002,19.105268,72.891537
111,Sahyadri Oncology Super Speciality Hospital,Mumbai,Tier-1,Oncology,4.2,TRUE,high,0.884,400002,18.909103,72.920114
112,Mumbai Nephrology Healthcare,Mumbai,Tier-1,Nephrology,3.6,FALSE,medium,0.559,400093,19.173236,72.916098
113,HCG General Medicine Clinic,Mumbai,Tier-1,General Medicine,4.2,TRUE,high,0.768,400070,19.194805,72.946924
114,Mumbai Neurology Healthcare,Mumbai,Tier-1,Neurology,3.5,FALSE,low,0.36,400070,19.157248,72.944752
115,Sterling Cardiology Institute,Mumbai,Tier-1,Cardiology,3.9,FALSE,medium,0.5,400005,19.061329,72.813434
116,Sterling Dermatology Clinic,Mumbai,Tier-1,Dermatology,3.2,TRUE,low,0.15,400001,19.040775,72.891804
117,Metro Neurology Clinic,Mumbai,Tier-1,Neurology,4.3,TRUE,high,0.979,400101,18.954053,72.877703
118,Unity Pediatrics Institute,Mumbai,Tier-1,Pediatrics,3.5,FALSE,low,0.2,400050,19.066348,72.858678
119,Mumbai Neurology Institute,Mumbai,Tier-1,Neurology,4.5,TRUE,high,0.883,400001,19.11368,72.895048
120,Mumbai Urology Clinic,Mumbai,Tier-1,Urology,3.6,TRUE,medium,0.423,400070,18.942517,72.808356
121,Sri Pulmonology Medical Center,Mumbai,Tier-1,Pulmonology,4.3,TRUE,high,0.865,400070,19.029393,72.937236
122,Care Gynaecology Medical Center,Mumbai,Tier-1,Gynaecology,3.4,TRUE,low,0.187,400093,18.998519,72.940958
123,Global Pulmonology Super Speciality Hospital,Mumbai,Tier-1,Pulmonology,3.7,FALSE,low,0.264,400101,19.167067,72.814287
124,Fortis Orthopedics Institute,Mumbai,Tier-1,Orthopedics,4.2,TRUE,high,0.812,400002,19.001507,72.836389
125,Mumbai Gynaecology Super Speciality Hospital,Mumbai,Tier-1,Gynaecology,4.2,TRUE,high,0.844,400002,19.147183,72.90918
126,Mumbai Orthopedics Healthcare,Mumbai,Tier-1,Orthopedics,4.3,FALSE,high,0.898,400050,19.03986,72.878778
127,Mumbai Neurology Healthcare,Mumbai,Tier-1,Neurology,3.8,TRUE,medium,0.686,400101,19.131407,72.864507
128,Apollo Orthopedics Institute,Mumbai,Tier-1,Orthopedics,3.6,TRUE,medium,0.621,400101,18.904142,72.880017
129,Mumbai Dermatology Hospital,Mumbai,Tier-1,Dermatology,4,FALSE,medium,0.556,400070,19.097929,72.894093
130,Global Urology Healthcare,Mumbai,Tier-1,Urology,4.2,FALSE,medium,0.628,400020,18.969821,72.899371
131,SAL Orthopedics Medical Center,Mumbai,Tier-1,Orthopedics,3.1,TRUE,low,0.023,400101,18.977375,72.828855
132,Yashoda Dermatology Institute,Mumbai,Tier-1,Dermatology,4.2,TRUE,high,0.959,400050,18.940021,72.872648
133,National Oncology Healthcare,Mumbai,Tier-1,Oncology,4,TRUE,medium,0.551,400093,19.158179,72.912132
134,Global Pediatrics Healthcare,Mumbai,Tier-1,Pediatrics,4.5,TRUE,high,0.984,400020,19.050537,72.865202
135,Mumbai Neurology Institute,Mumbai,Tier-1,Neurology,4.6,TRUE,high,0.977,400005,19.130571,72.8873
136,Care Pulmonology Healthcare,Mumbai,Tier-1,Pulmonology,3.9,FALSE,medium,0.559,400020,18.907934,72.840111
137,Mumbai Pediatrics Medical Center,Mumbai,Tier-1,Pediatrics,4.1,TRUE,high,0.718,400001,18.943235,72.865961
138,Sterling Ophthalmology Healthcare,Mumbai,Tier-1,Ophthalmology,4.4,TRUE,high,0.961,400093,19.156266,72.860192
139,Kamineni Orthopedics Super Speciality Hospital,Mumbai,Tier-1,Orthopedics,4.2,FALSE,high,0.821,400070,19.159632,72.850976
140,SAL Gynaecology Super Speciality Hospital,Mumbai,Tier-1,Gynaecology,4.5,TRUE,high,0.946,400005,19.179161,72.836407
141,Mumbai Ophthalmology Super Speciality Hospital,Mumbai,Tier-1,Ophthalmology,3.9,TRUE,medium,0.573,400002,19.040438,72.848578
142,Apollo Psychiatry Super Speciality Hospital,Mumbai,Tier-1,Psychiatry,3.9,FALSE,high,0.778,400001,19.196802,72.902109
143,Metro Gynaecology Medical Center,Mumbai,Tier-1,Gynaecology,3.2,FALSE,low,0.08,400050,19.091394,72.936269
144,Kamineni Dermatology Healthcare,Mumbai,Tier-1,Dermatology,3.5,FALSE,medium,0.497,400050,18.918184,72.89446
145,Mumbai Ophthalmology Clinic,Mumbai,Tier-1,Ophthalmology,4.2,FALSE,medium,0.633,400093,18.932588,72.849843
146,Mumbai Ophthalmology Super Speciality Hospital,Mumbai,Tier-1,Ophthalmology,3.2,FALSE,low,0.179,400001,19.048191,72.879234
147,Deenanath ENT Hospital,Mumbai,Tier-1,ENT,4.7,TRUE,high,0.987,400002,18.997162,72.837681
148,Mumbai Dermatology Institute,Mumbai,Tier-1,Dermatology,3.7,FALSE,medium,0.637,400001,19.014963,72.847221
149,Rainbow Psychiatry Super Speciality Hospital,Mumbai,Tier-1,Psychiatry,3.8,FALSE,medium,0.401,400001,19.067657,72.922597
150,Sahyadri Cardiology Super Speciality Hospital,Mumbai,Tier-1,Cardiology,3.7,TRUE,medium,0.595,400093,18.91147,72.80434
151,Delhi Oncology Clinic,Delhi,Tier-1,Oncology,3.6,FALSE,low,0.31,110092,28.765744,76.89966
152,Poona General Medicine Clinic,Delhi,Tier-1,General Medicine,3.5,FALSE,low,0.312,110025,28.431591,76.909548
153,Delhi General Medicine Healthcare,Delhi,Tier-1,General Medicine,3.9,FALSE,medium,0.417,110025,28.556086,76.999679
154,HCG Urology Healthcare,Delhi,Tier-1,Urology,4.1,FALSE,high,0.734,110002,28.679481,77.168901
155,Delhi Psychiatry Institute,Delhi,Tier-1,Psychiatry,3.6,FALSE,medium,0.427,110092,28.539634,77.29473
156,Apollo Orthopedics Hospital,Delhi,Tier-1,Orthopedics,4.5,FALSE,high,0.945,110092,28.859351,76.924938
157,City Pediatrics Clinic,Delhi,Tier-1,Pediatrics,3.9,FALSE,medium,0.471,110005,28.482971,77.050063
158,Kamineni Dermatology Healthcare,Delhi,Tier-1,Dermatology,3.6,TRUE,medium,0.464,110016,28.606095,77.037589
159,Delhi Cardiology Medical Center,Delhi,Tier-1,Cardiology,4.2,TRUE,high,0.707,110001,28.877226,77.113625
160,Delhi Gynaecology Clinic,Delhi,Tier-1,Gynaecology,4.5,TRUE,high,0.838,110002,28.826273,77.070703
161,Kamineni Pulmonology Institute,Delhi,Tier-1,Pulmonology,4.6,TRUE,high,0.976,110005,28.82711,77.09229
162,Sri Pediatrics Hospital,Delhi,Tier-1,Pediatrics,3.5,TRUE,low,0.298,110049,28.855388,77.250689
163,Global ENT Healthcare,Delhi,Tier-1,ENT,3.1,TRUE,low,0.209,110025,28.686539,76.885101
164,Continental Orthopedics Healthcare,Delhi,Tier-1,Orthopedics,4,TRUE,high,0.794,110060,28.469757,76.884361
165,Poona Gastroenterology Hospital,Delhi,Tier-1,Gastroenterology,4.1,TRUE,high,0.828,110060,28.81255,77.289204
166,Delhi Nephrology Clinic,Delhi,Tier-1,Nephrology,3.7,TRUE,medium,0.525,110005,28.718411,76.893933
167,Care ENT Healthcare,Delhi,Tier-1,ENT,3.7,TRUE,medium,0.58,110025,28.476969,76.903516
168,Apollo Pediatrics Medical Center,Delhi,Tier-1,Pediatrics,4.2,TRUE,high,0.81,110025,28.876744,76.98221
169,City Urology Hospital,Delhi,Tier-1,Urology,4.3,TRUE,high,0.79,110049,28.732729,76.967681
170,Delhi Urology Healthcare,Delhi,Tier-1,Urology,4.1,FALSE,high,0.86,110025,28.504915,76.822649
171,Metro Gynaecology Medical Center,Delhi,Tier-1,Gynaecology,4.3,TRUE,high,0.738,110049,28.502664,77.048493
172,Metro Ophthalmology Institute,Delhi,Tier-1,Ophthalmology,4.5,TRUE,high,0.99,110060,28.657565,77.285302
173,Ruby Oncology Institute,Delhi,Tier-1,Oncology,3.4,TRUE,low,0.23,110016,28.808928,77.048528
174,Fortis Oncology Institute,Delhi,Tier-1,Oncology,3.9,TRUE,medium,0.669,110001,28.729316,77.295549
175,Delhi Ophthalmology Super Speciality Hospital,Delhi,Tier-1,Ophthalmology,4.4,TRUE,high,0.83,110049,28.600876,77.291135
176,Delhi Dermatology Super Speciality Hospital,Delhi,Tier-1,Dermatology,3,FALSE,low,0.152,110002,28.672038,77.248559
177,Apollo Gastroenterology Medical Center,Delhi,Tier-1,Gastroenterology,4.2,TRUE,high,0.919,110001,28.487259,76.89295
178,City Pediatrics Institute,Delhi,Tier-1,Pediatrics,4,TRUE,medium,0.568,110005,28.538691,76.924975
179,Apollo Ophthalmology Hospital,Delhi,Tier-1,Ophthalmology,3.6,TRUE,medium,0.43,110049,28.608164,76.863402
180,Poona Gastroenterology Healthcare,Delhi,Tier-1,Gastroenterology,4.2,TRUE,high,0.904,110005,28.845041,77.169828
181,Yashoda Nephrology Medical Center,Delhi,Tier-1,Nephrology,3.6,FALSE,medium,0.505,110016,28.546878,76.83716
182,Poona Cardiology Super Speciality Hospital,Delhi,Tier-1,Cardiology,4,TRUE,high,0.739,110005,28.747436,77.11138
183,HCG Cardiology Healthcare,Delhi,Tier-1,Cardiology,4.4,TRUE,high,0.774,110092,28.614222,77.204643
184,Delhi ENT Medical Center,Delhi,Tier-1,ENT,4.1,TRUE,medium,0.508,110001,28.478526,76.922389
185,KIMS Dermatology Hospital,Delhi,Tier-1,Dermatology,4.2,TRUE,high,0.704,110005,28.568316,77.109323
186,Continental Gynaecology Medical Center,Delhi,Tier-1,Gynaecology,3.2,FALSE,low,0.227,110016,28.870567,77.119571
187,SAL Cardiology Institute,Delhi,Tier-1,Cardiology,4.2,TRUE,high,0.823,110049,28.432338,77.037672
188,Yashoda Gastroenterology Super Speciality Hospital,Delhi,Tier-1,Gastroenterology,4.5,TRUE,high,0.925,110002,28.435719,77.085947
189,Delhi Nephrology Medical Center,Delhi,Tier-1,Nephrology,3.6,TRUE,medium,0.511,110001,28.765245,76.851242
190,Care Psychiatry Institute,Delhi,Tier-1,Psychiatry,4.3,TRUE,high,0.811,110016,28.439927,77.125225
191,Deenanath Ophthalmology Hospital,Delhi,Tier-1,Ophthalmology,3.4,FALSE,medium,0.425,110049,28.651012,76.84625
192,Care Psychiatry Clinic,Delhi,Tier-1,Psychiatry,3.8,FALSE,medium,0.613,110049,28.568688,76.840852
193,Delhi Nephrology Clinic,Delhi,Tier-1,Nephrology,3.1,FALSE,low,0.06,110060,28.748832,77.050823
194,Global Gynaecology Super Speciality Hospital,Delhi,Tier-1,Gynaecology,3.2,FALSE,low,0.116,110049,28.536169,77.195247
195,Poona Ophthalmology Hospital,Delhi,Tier-1,Ophthalmology,3,FALSE,low,0.043,110005,28.865586,77.230329
196,Delhi Gynaecology Institute,Delhi,Tier-1,Gynaecology,4,TRUE,medium,0.659,110005,28.463248,76.901071
197,Unity Oncology Clinic,Delhi,Tier-1,Oncology,4.3,TRUE,high,0.766,110016,28.607917,76.850093
198,City Gastroenterology Super Speciality Hospital,Delhi,Tier-1,Gastroenterology,4,FALSE,medium,0.614,110049,28.61991,77.198456
199,Ruby Psychiatry Super Speciality Hospital,Delhi,Tier-1,Psychiatry,4.3,TRUE,high,0.88,110016,28.623699,77.220801
200,Delhi Nephrology Institute,Delhi,Tier-1,Nephrology,4.2,TRUE,high,0.828,110002,28.870547,76.876154
201,City Gastroenterology Super Speciality Hospital,Delhi,Tier-1,Gastroenterology,4.2,TRUE,medium,0.625,110002,28.682829,76.829257
202,Yashoda Dermatology Hospital,Delhi,Tier-1,Dermatology,4,FALSE,medium,0.614,110025,28.716074,76.93653
203,Sahyadri Gastroenterology Hospital,Delhi,Tier-1,Gastroenterology,4.4,TRUE,high,0.811,110060,28.737272,76.806476
204,Delhi General Medicine Institute,Delhi,Tier-1,General Medicine,3.2,FALSE,low,0.16,110001,28.814739,77.178103
205,Kamineni Cardiology Hospital,Delhi,Tier-1,Cardiology,4,FALSE,medium,0.573,110005,28.566986,76.965065
206,Global Pediatrics Medical Center,Delhi,Tier-1,Pediatrics,3.6,TRUE,low,0.285,110025,28.521955,77.296268
207,Yashoda Cardiology Super Speciality Hospital,Delhi,Tier-1,Cardiology,3.3,FALSE,low,0.299,110016,28.43544,77.092012
208,Continental Gynaecology Clinic,Delhi,Tier-1,Gynaecology,3,TRUE,low,0.016,110025,28.848694,76.968783
209,Deenanath Pediatrics Medical Center,Delhi,Tier-1,Pediatrics,4.1,FALSE,medium,0.651,110016,28.855185,76.931842
210,KIMS Psychiatry Hospital,Delhi,Tier-1,Psychiatry,4.1,TRUE,high,0.835,110002,28.410978,77.173397
211,Delhi Gastroenterology Institute,Delhi,Tier-1,Gastroenterology,4.2,TRUE,high,0.718,110002,28.749951,76.805825
212,Continental Oncology Healthcare,Delhi,Tier-1,Oncology,4.3,TRUE,high,0.867,110025,28.447846,76.939476
213,Care ENT Healthcare,Delhi,Tier-1,ENT,3.3,TRUE,low,0.038,110016,28.843971,77.074902
214,Sterling Gastroenterology Super Speciality Hospital,Delhi,Tier-1,Gastroenterology,3.5,FALSE,low,0.363,110025,28.599528,76.971916
215,Metro ENT Hospital,Delhi,Tier-1,ENT,4,FALSE,high,0.796,110001,28.495355,76.976217
216,Global Ophthalmology Healthcare,Delhi,Tier-1,Ophthalmology,4.1,FALSE,medium,0.656,110025,28.735212,77.113235
217,Delhi Gynaecology Medical Center,Delhi,Tier-1,Gynaecology,4.5,TRUE,high,0.857,110001,28.535316,76.83115
218,Delhi Pulmonology Institute,Delhi,Tier-1,Pulmonology,3.7,FALSE,medium,0.631,110060,28.739013,77.197737
219,Delhi ENT Healthcare,Delhi,Tier-1,ENT,3.6,FALSE,low,0.347,110002,28.813674,76.940699
